trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
522,False,"{'a': 0.5, 'e': 0.9694519732670104}",20,0,-52.24118189825452,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.7331800705557395}",25,12,-16.0180533691613,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.31740011602352985}",20,9,-24.63298907704295,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.17609045662727782}",25,19,8.114495564623706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.6264679441263539}",25,0,-79.81843899822846,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
527,False,"{'a': 0.5, 'e': 0.9234642300699232}",30,0,-157.93313882365513,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
528,False,"{'a': 0.5, 'e': 0.9943642655514137}",20,0,-35.180166461916684,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
529,False,"{'a': 0.5, 'e': 0.8218092491597738}",25,0,-137.72180866695714,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
530,False,"{'a': 0.5, 'e': 0.44804666697426215}",20,11,6.789853825317254,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.03541336546034254}",20,12,15.390071444962487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.510202970945957}",25,0,-73.60315786444706,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
533,False,"{'a': 0.5, 'e': 0.8600770951933222}",20,0,-41.725343635875696,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.9993743503000143}",20,0,-84.27151139706919,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.8939899100543045}",20,0,-12.79660099173576,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.5697255608391865}",20,0,-39.030145334612726,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.10597252445706083}",25,8,22.83655433389994,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.3837262818331512}",25,16,4.938985482524854,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.7794755114086689}",20,6,-104.80255932112036,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 2}",1
540,False,"{'a': 0.5, 'e': 0.9843819506325049}",20,9,-28.714863958793323,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.9482773568207633}",20,0,-149.1683647609288,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
542,False,"{'a': 0.5, 'e': 0.6800013937302882}",20,0,-35.52385829678109,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.24523737357693737}",20,14,-10.779603389598485,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.24956930858045798}",35,18,-33.63767588093079,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
545,False,"{'a': 0.5, 'e': 0.683272719963432}",25,11,-19.102504924159444,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.9496871395301657}",25,0,-119.3331919657849,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.9835850258430133}",25,0,-181.15170824737666,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
548,False,"{'a': 0.5, 'e': 0.7766669941024745}",30,15,-82.60837778516368,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.37959379499727586}",25,13,-61.92610152342542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
550,False,"{'a': 0.5, 'e': 0.11041720391967796}",25,6,31.33810398092224,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.5733942203824812}",20,0,-26.190994658157873,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
552,False,"{'a': 0.5, 'e': 0.8959843338731037}",20,0,-152.59446689019393,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
553,False,"{'a': 0.5, 'e': 0.9992062338855137}",25,0,-141.286935220978,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
554,False,"{'a': 0.5, 'e': 0.8577875993070563}",25,0,-60.58258641700899,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.5063526440298443}",20,1,-15.670264489977441,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.030944901828293042}",20,6,21.12626274176016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.45203923158200526}",30,4,-55.27282267596919,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 1}",1
558,False,"{'a': 0.5, 'e': 0.8243483956816764}",25,0,-133.7309389998321,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
559,False,"{'a': 0.5, 'e': 0.9948283223630832}",25,0,-187.53831757959003,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
560,False,"{'a': 0.5, 'e': 0.9217395798793158}",30,0,-169.94165786171715,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
561,False,"{'a': 0.5, 'e': 0.6229768414494085}",20,12,-51.594020608208815,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.17168764515577298}",20,10,19.783865233374502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.32163667448795147}",30,17,-19.8703291406425,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.7362131187458456}",30,10,-176.2687735719152,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",1
565,False,"{'a': 0.5, 'e': 0.9705389152046093}",25,0,-155.25714506710594,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
566,False,"{'a': 0.5, 'e': 0.9672429364932829}",20,0,-124.78114461414626,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
567,False,"{'a': 0.5, 'e': 0.7271321531516752}",20,0,-83.7223233673591,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
568,False,"{'a': 0.5, 'e': 0.3089940590981371}",20,8,2.8027808669394734,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.18479655716717844}",35,16,-15.197761694501839,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
570,False,"{'a': 0.5, 'e': 0.6333425312327234}",30,16,-5.654772839392681,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.9268241650595153}",30,0,-74.37798093893886,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.9933869191569467}",20,0,-30.911541817386144,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
573,False,"{'a': 0.5, 'e': 0.8167339098647604}",20,0,-163.9373028455024,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
574,False,"{'a': 0.5, 'e': 0.4401159548467677}",20,7,-2.5492221440991023,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.044257735498252376}",20,12,13.025258001921236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.5177955886508133}",20,0,-60.91438300649114,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.8645590229491764}",25,5,-93.34077421073107,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",1
578,False,"{'a': 0.5, 'e': 0.9996482558795381}",30,0,-138.31420700137573,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
579,False,"{'a': 0.5, 'e': 0.8899887318188394}",20,0,-47.3791541767453,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.5624289267667438}",20,11,-14.286197126207163,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.09716690504758436}",25,7,36.58939928319512,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.3918849638415085}",20,6,13.391166593757397,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.7849897261162786}",25,0,-136.324667901914,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
584,False,"{'a': 0.5, 'e': 0.9859016259639831}",25,0,-28.633254333272866,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
585,False,"{'a': 0.5, 'e': 0.9454304232544339}",20,2,-145.61976634423405,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 3}",1
586,False,"{'a': 0.5, 'e': 0.6734848798934681}",25,5,-20.79351985786648,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.2366467493282453}",30,21,19.043953281316114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.2581307588164473}",20,13,15.232125206192558,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.6897088545779327}",25,0,-120.30880160866973,"{0: 17, 1: 2, 2: 1, 3: 4, 4: 1}",0
590,False,"{'a': 0.5, 'e': 0.9524221683015063}",20,0,-111.49145098315061,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.9819493183405064}",20,0,-118.57573287543806,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.7710610285700272}",25,0,-169.835242885362,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
593,False,"{'a': 0.5, 'e': 0.37139010731211436}",20,6,-13.878400812284589,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.11921006489861569}",25,9,12.83163907030385,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.5806234556258039}",20,0,-104.04219617269234,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
596,False,"{'a': 0.5, 'e': 0.8998799744648526}",20,0,-5.298187121731115,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
597,False,"{'a': 0.5, 'e': 0.998814491143613}",25,0,-83.73969197409119,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 0}",0
598,False,"{'a': 0.5, 'e': 0.8532043855172293}",25,0,-94.68013763293163,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
599,False,"{'a': 0.5, 'e': 0.4987000897730096}",30,2,-63.17599163027229,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 1}",1
600,False,"{'a': 0.5, 'e': 0.022096619278683942}",25,11,31.006387594782474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.45991687426160227}",30,5,-52.177967115193766,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.8293266768209027}",25,0,-109.6887626545266,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.9956883851154316}",25,0,-146.69524659252784,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.9182708508872743}",25,0,-71.27820299492718,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
605,False,"{'a': 0.5, 'e': 0.6160285865463817}",20,0,-63.848768964494454,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
606,False,"{'a': 0.5, 'e': 0.1629610394708834}",20,1,13.82632251504128,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.33000505353202975}",25,6,-67.9026468747873,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
608,False,"{'a': 0.5, 'e': 0.7421744001016999}",25,0,-84.33066605249087,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
609,False,"{'a': 0.5, 'e': 0.9726335692893708}",25,0,-117.02093587732475,"{0: 10, 1: 6, 2: 8, 3: 1, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.9649581189333869}",20,0,-130.43320498128554,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
611,False,"{'a': 0.5, 'e': 0.7210272669715825}",25,11,-41.369198417288295,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.3005637933500832}",20,14,-17.03308430442895,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.19348817941227325}",30,20,-3.015643771391544,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.6401674977183369}",20,0,-15.138032473864508,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
615,False,"{'a': 0.5, 'e': 0.9301114859609416}",25,0,-137.73404035749266,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
616,False,"{'a': 0.5, 'e': 0.9923317436681922}",25,8,-21.917202473151356,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.811594581746004}",25,14,-32.72990816774103,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.43215076086181514}",25,1,-10.399340162275497,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.0530986380660329}",30,20,19.774454988793998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.5253476385155728}",20,0,-54.695284708296015,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.8689732149170747}",30,0,-83.6946854571928,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
622,False,"{'a': 0.5, 'e': 0.9998438418065069}",25,0,-113.58607803183682,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
623,False,"{'a': 0.5, 'e': 0.885917825448659}",25,0,-89.37172829528949,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
624,False,"{'a': 0.5, 'e': 0.5550882279566577}",20,16,6.9354612201237265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.08835367288212255}",25,18,6.278982012793345,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.4000129427560235}",20,0,-10.177169653580076,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.7904424390683988}",20,0,-103.96725346191464,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
628,False,"{'a': 0.5, 'e': 0.987344058653017}",20,0,-209.90947037916524,"{0: 7, 1: 2, 2: 7, 3: 1, 4: 3}",0
629,False,"{'a': 0.5, 'e': 0.9425094178515073}",25,0,-116.9909258430533,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
630,False,"{'a': 0.5, 'e': 0.6669156003948422}",20,0,-1.4843461765578698,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.22803758446681607}",20,14,10.025078709111447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.2666719852274808}",30,19,21.526334297098273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.6960909524274645}",20,0,-38.16411924048096,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
634,False,"{'a': 0.5, 'e': 0.955082577452527}",35,0,-239.61298347562288,"{0: 18, 1: 5, 2: 7, 3: 2, 4: 3}",0
635,False,"{'a': 0.5, 'e': 0.9802366778478334}",25,0,-89.82613914937518,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
636,False,"{'a': 0.5, 'e': 0.7653946525566921}",20,0,-133.5057807327863,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",1
637,False,"{'a': 0.5, 'e': 0.36315732224795383}",20,0,-2.818952691173564,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.12799358610147818}",30,2,30.747985378820168,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.5878072006408963}",20,4,14.94945764575975,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.903705111970614}",25,7,-35.46818808298928,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.9983444940722989}",25,0,-172.6780162438017,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
642,False,"{'a': 0.5, 'e': 0.8485543255436181}",20,10,-21.579673095088033,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.49100846375515256}",25,0,-35.18808583300828,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
644,False,"{'a': 0.5, 'e': 0.01324660552058789}",20,8,23.287744383893955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.46775848373693524}",20,15,-32.01073499544992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.8342399825282196}",25,11,-23.065984724635257,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.9964704384600542}",30,9,-158.5248625488046,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 2}",1
648,False,"{'a': 0.5, 'e': 0.9147301779353751}",25,0,-133.61700171232752,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.6090320675218718}",20,0,-144.35127806049016,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.15422166624309427}",30,16,25.938858178635048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.33834757760063844}",20,9,6.3263046359066415,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.7480775341634341}",25,0,-177.97966860213234,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
653,False,"{'a': 0.5, 'e': 0.9746520202469203}",20,0,-65.05168909405877,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.9625976995964054}",25,0,-80.5920025878391,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
655,False,"{'a': 0.5, 'e': 0.7148658903162654}",25,0,-126.04118949929364,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
656,False,"{'a': 0.5, 'e': 0.2921099792671752}",20,0,20.743750580737434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.20216464239820275}",25,17,2.9091358018054176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.6469423088661069}",35,16,-103.84344374917654,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 1}",1
659,False,"{'a': 0.5, 'e': 0.933325935221779}",20,0,-20.948405090296504,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.9911988217552068}",35,1,-113.19596101300725,"{0: 23, 1: 6, 2: 3, 3: 0, 4: 2}",1
661,False,"{'a': 0.5, 'e': 0.8063916674555276}",25,2,-62.104832994110915,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.424151709070136}",25,0,-170.5619165662104,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
663,False,"{'a': 0.5, 'e': 0.0619353805036276}",25,18,16.329123243244116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.5328585288581931}",20,0,-1.6008341009343585,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.8733193252573889}",20,0,-60.91348215437917,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
666,False,"{'a': 0.5, 'e': 0.9999610927573088}",30,0,-357.7445715292615,"{0: 14, 1: 1, 2: 5, 3: 4, 4: 6}",0
667,False,"{'a': 0.5, 'e': 0.8817775098879226}",30,0,-47.17655775932339,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.5477040395322043}",20,10,6.6519122807301,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.07953351845283306}",25,2,39.96550639325068,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.40810958177221934}",25,8,17.744171610556915,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.7958332230601787}",20,0,-103.64343797847239,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
672,False,"{'a': 0.5, 'e': 0.9887091356890289}",20,0,-131.8584914830401,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
673,False,"{'a': 0.5, 'e': 0.9395145694646093}",25,0,-58.4294127693848,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
674,False,"{'a': 0.5, 'e': 0.660294069919136}",30,8,-197.6498224890167,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 4}",1
675,False,"{'a': 0.5, 'e': 0.21941055349670321}",20,13,-30.691727997570865,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
676,False,"{'a': 0.5, 'e': 0.2751923186322931}",20,10,10.259855683633301,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.7024185134924622}",30,18,-45.07923620937792,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.9576681585475916}",20,0,-49.045649164709886,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
679,False,"{'a': 0.5, 'e': 0.9784472385455999}",25,0,-154.24906113962814,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
680,False,"{'a': 0.5, 'e': 0.7596683100072248}",20,0,-65.98665651393911,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
681,False,"{'a': 0.5, 'e': 0.3548960848205405}",20,11,3.0741350738655053,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.13676707936387883}",20,0,-0.11923462641224525,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
683,False,"{'a': 0.5, 'e': 0.594944892601374}",30,0,-2.2604714729549653,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.907459446701534}",25,11,-54.096840542478645,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.9977962794945308}",20,0,-92.7972101576576,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
686,False,"{'a': 0.5, 'e': 0.8438377837054513}",20,0,-136.0288552062009,"{0: 9, 1: 4, 2: 3, 3: 3, 4: 1}",0
687,False,"{'a': 0.5, 'e': 0.4832783685937176}",25,6,-16.85312297769187,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.004395553927897717}",20,5,29.850484517997987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.47556344563977404}",20,0,-34.71867176230177,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.8390879278598296}",20,0,-73.98332076614408,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
691,False,"{'a': 0.5, 'e': 0.9971744211252528}",30,0,-149.31540999199737,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
692,False,"{'a': 0.5, 'e': 0.911117838425468}",25,0,-97.42159571903893,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
693,False,"{'a': 0.5, 'e': 0.601987832533629}",20,11,-34.943265934397296,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.14547021017792156}",20,6,24.914732159418115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.34666359308028627}",20,16,8.208394838982795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.7539220584369601}",25,15,-55.52688342255263,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
697,False,"{'a': 0.5, 'e': 0.9765941099372553}",30,0,-42.029755238599925,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
698,False,"{'a': 0.5, 'e': 0.9601618634146094}",20,9,-36.7000396840298,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
699,False,"{'a': 0.5, 'e': 0.7086485059123989}",35,1,-197.64888037299258,"{0: 20, 1: 5, 2: 3, 3: 3, 4: 3}",1
700,False,"{'a': 0.5, 'e': 0.28363327918216646}",25,14,7.727228329994306,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.21082526634829296}",30,16,11.083172034443466,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.6536664338884767}",30,18,-24.417036195174745,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.9364672609988937}",25,0,-123.45546988371522,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
704,False,"{'a': 0.5, 'e': 0.9899882421792622}",25,0,-211.2880968711794,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
705,False,"{'a': 0.5, 'e': 0.8011255746271536}",25,0,-76.5255471728222,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
