trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
706,False,"{'a': 0.5, 'e': 0.4161194261751267}",20,6,11.044782017673658,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.07076727047691461}",20,3,27.98957558513573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.540327671221366}",20,12,4.927415045726703,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.8775970134644963}",20,0,-164.01804699325567,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
710,False,"{'a': 0.5, 'e': 0.999999999545659}",20,0,-87.57772382332678,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
711,False,"{'a': 0.5, 'e': 0.8775681095188057}",20,0,-16.500555693400504,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
712,False,"{'a': 0.5, 'e': 0.5402769400239504}",20,7,19.182553149834877,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.07070713279421359}",25,20,8.625106236387587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.4161742465410129}",25,0,-54.29237750147418,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
715,False,"{'a': 0.5, 'e': 0.801161655738729}",20,0,-41.88783757172754,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
716,False,"{'a': 0.5, 'e': 0.9899967501220404}",20,6,-18.51248594414028,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.9364461127317576}",25,0,-110.77909752124006,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
718,False,"{'a': 0.5, 'e': 0.6536208072447929}",20,0,-44.94071969372826,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
719,False,"{'a': 0.5, 'e': 0.2107663323217201}",25,15,8.632936857214291,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.2836910914865273}",25,14,-34.46218470184194,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
721,False,"{'a': 0.5, 'e': 0.7086910420261656}",25,3,-98.34881137136458,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
722,False,"{'a': 0.5, 'e': 0.9601787090136331}",30,0,-99.0212498844436,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
723,False,"{'a': 0.5, 'e': 0.9765811406313841}",20,0,-112.05211419318144,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
724,False,"{'a': 0.5, 'e': 0.7538824495645917}",20,0,-40.71093398457022,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
725,False,"{'a': 0.5, 'e': 0.34660704227478406}",30,20,7.837288997017342,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.14552985730709223}",20,12,14.193976801567686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.6020359722889809}",25,20,8.085979964004622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.9111426845159583}",20,0,-73.2316699911666,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
729,False,"{'a': 0.5, 'e': 0.9971698903613917}",25,9,-94.04024924210647,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
730,False,"{'a': 0.5, 'e': 0.8390551295306262}",30,0,-37.25333235931045,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
731,False,"{'a': 0.5, 'e': 0.4755104099200992}",25,1,-54.367014476890965,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
732,False,"{'a': 0.5, 'e': 0.004455842044182302}",25,0,41.55278569445092,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.5, 'e': 0.48333114847312386}",20,5,-34.92491273403108,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.8438701329927379}",25,0,-52.18810209124511,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
735,False,"{'a': 0.5, 'e': 0.9978002779559492}",25,0,-126.56568756083188,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
736,False,"{'a': 0.5, 'e': 0.9074341153742778}",20,0,-95.45059133246107,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
737,False,"{'a': 0.5, 'e': 0.5948964334778163}",25,0,-109.54677605472634,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
738,False,"{'a': 0.5, 'e': 0.1367073569275377}",20,10,18.756794964718008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.3549524484343561}",30,12,-30.271128687196942,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
740,False,"{'a': 0.5, 'e': 0.7597075150201029}",25,0,-134.35787915274295,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
741,False,"{'a': 0.5, 'e': 0.9784596862030654}",25,0,-117.11803631091527,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
742,False,"{'a': 0.5, 'e': 0.9576508012289697}",25,0,-9.193717185052813,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
743,False,"{'a': 0.5, 'e': 0.7023756008747093}",30,11,3.042690138345478,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.27513435722086477}",20,13,5.780653496948284,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.21946937272681427}",30,8,6.535701423231657,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.6603393459690063}",25,14,-50.65535516803966,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
747,False,"{'a': 0.5, 'e': 0.9395352171781732}",30,0,-82.86742034473815,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.9887000997858916}",20,0,-66.12564252611888,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
749,False,"{'a': 0.5, 'e': 0.7957967158445666}",20,0,-78.79262908707888,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
750,False,"{'a': 0.5, 'e': 0.40805454148374776}",25,12,-29.27259865626806,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
751,False,"{'a': 0.5, 'e': 0.07959361603194907}",20,8,22.656860955819965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.5477544804186207}",25,0,-81.29812965769166,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
753,False,"{'a': 0.5, 'e': 0.8818059443934574}",35,0,-197.20652795764354,"{0: 21, 1: 6, 2: 3, 3: 2, 4: 3}",0
754,False,"{'a': 0.5, 'e': 0.9999605591233189}",25,0,-132.79645340027733,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
755,False,"{'a': 0.5, 'e': 0.8732899541360861}",25,0,-120.80601281964638,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
756,False,"{'a': 0.5, 'e': 0.5328075113244262}",25,3,6.834457978690717,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.06187520742896127}",20,14,11.202593270037937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.42420630521841407}",25,0,-79.50075807978408,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
759,False,"{'a': 0.5, 'e': 0.8064273196362117}",30,0,-117.63493226890552,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.9912068010710522}",25,0,-94.75930406144764,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
761,False,"{'a': 0.5, 'e': 0.9333042880579784}",25,0,-105.10915644674746,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
762,False,"{'a': 0.5, 'e': 0.6468963352033298}",25,0,0.35089080150304497,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
763,False,"{'a': 0.5, 'e': 0.20210559819248466}",30,17,28.91592032065591,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.29216763793503586}",20,4,28.080416267759745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.71490804659346}",25,0,-87.16670609219351,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
766,False,"{'a': 0.5, 'e': 0.9626140321560251}",20,7,-18.512094281211052,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.9746385303087524}",20,0,-80.54289779046583,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
768,False,"{'a': 0.5, 'e': 0.7480375245348201}",20,0,-72.29105456350358,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
769,False,"{'a': 0.5, 'e': 0.33829084403404747}",25,18,5.1980789334586035,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.1542812333919083}",20,9,-19.651502724160977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
771,False,"{'a': 0.5, 'e': 0.6090798841374023}",30,0,-154.52335249672248,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
772,False,"{'a': 0.5, 'e': 0.9147545368424774}",25,0,-168.52291013051428,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
773,False,"{'a': 0.5, 'e': 0.9964653757487232}",20,11,-17.266221395387515,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.8342067377267571}",30,10,-12.860229724978309,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.4677051963321925}",30,5,8.954911666282102,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.013306888913466725}",25,14,20.23823337473733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.4910609836591339}",25,14,0.637417885018047,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.8485862232545117}",35,0,-66.35642359201587,"{0: 25, 1: 3, 2: 6, 3: 1, 4: 0}",0
779,False,"{'a': 0.5, 'e': 0.9983479599180064}",25,0,-91.11759381881964,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
780,False,"{'a': 0.5, 'e': 0.9036792973912307}",20,0,-133.58223822793775,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
781,False,"{'a': 0.5, 'e': 0.58775842594577}",20,0,-14.812594873584757,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
782,False,"{'a': 0.5, 'e': 0.12793379303705288}",20,14,10.980473944206707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.36321349425415084}",25,2,5.09906529034545,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.7654334506384766}",30,8,-74.24791003614337,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 1}",1
785,False,"{'a': 0.5, 'e': 0.980248602881654}",20,0,-93.72294777851464,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
786,False,"{'a': 0.5, 'e': 0.9550647097742044}",20,0,-74.98014004800991,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
787,False,"{'a': 0.5, 'e': 0.6960476666678093}",20,16,4.8280387281677895,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.26661387925010005}",20,14,-2.3100491197098707,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.2280962842921427}",25,16,7.484067248356467,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.6669605223036468}",25,12,-12.96311880649009,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.9425295633938082}",30,0,-131.76638762700495,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
792,False,"{'a': 0.5, 'e': 0.9873344954974584}",35,0,-184.77133545028713,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 3}",0
793,False,"{'a': 0.5, 'e': 0.7904055086089883}",25,0,-159.40693879041604,"{0: 12, 1: 3, 2: 6, 3: 3, 4: 1}",0
794,False,"{'a': 0.5, 'e': 0.3999576868572196}",20,2,5.531349019958543,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.08841372564917586}",20,10,1.3248082027165748,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.5551383745801722}",25,8,-56.32930923281476,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.8859457882862739}",20,2,-38.73808863785051,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.9998427745803359}",25,0,-87.42754267657821,"{0: 14, 1: 7, 2: 3, 3: 0, 4: 1}",0
799,False,"{'a': 0.5, 'e': 0.8689433789213052}",20,11,-33.93904779493224,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
800,False,"{'a': 0.5, 'e': 0.525296338642536}",30,20,4.348879954531437,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.05303843431379381}",30,16,25.8685120792351,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.4322051285150291}",20,5,-33.25004389917031,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
803,False,"{'a': 0.5, 'e': 0.8116298022025479}",25,9,-67.90577568511289,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
804,False,"{'a': 0.5, 'e': 0.9923391937319478}",25,0,-187.23770784393417,"{0: 11, 1: 6, 2: 5, 3: 0, 4: 3}",0
805,False,"{'a': 0.5, 'e': 0.9300893415964714}",20,0,-115.477042731798,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
806,False,"{'a': 0.5, 'e': 0.6401211806383749}",25,0,-136.5206680520583,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
807,False,"{'a': 0.5, 'e': 0.1934290296533588}",20,12,-48.45608146556065,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
808,False,"{'a': 0.5, 'e': 0.3006212938640479}",25,15,8.188184889520231,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.7210690401093782}",25,0,-138.73478221286567,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
810,False,"{'a': 0.5, 'e': 0.9649739371739923}",20,2,-12.296729361704239,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.9726195597758053}",25,0,-124.45685629034179,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
812,False,"{'a': 0.5, 'e': 0.742133992851483}",25,0,-100.01521438786887,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
813,False,"{'a': 0.5, 'e': 0.3299481416492668}",25,13,-7.333937847909922,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.16302052197242078}",25,15,16.717419058015427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.6160760762757924}",20,4,-113.36756525251354,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 2}",1
816,False,"{'a': 0.5, 'e': 0.9182947207025364}",25,0,-56.4605263480679,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
817,False,"{'a': 0.5, 'e': 0.9956827908532798}",25,0,-139.26566567237975,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
818,False,"{'a': 0.5, 'e': 0.8292929881518186}",20,0,-40.94694072991758,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
819,False,"{'a': 0.5, 'e': 0.4598633393467112}",20,10,1.0037820785412657,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.022156893225121342}",25,20,10.520588185901202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.49875234558677806}",25,11,-27.256132775199493,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.8532358291526331}",20,0,-21.61222040795024,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
823,False,"{'a': 0.5, 'e': 0.9988174241020702}",30,0,-122.25914554258962,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
824,False,"{'a': 0.5, 'e': 0.8998536786558422}",20,0,-44.85914670752871,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
825,False,"{'a': 0.5, 'e': 0.5805743691804702}",25,9,-10.872270233473834,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.11915020589072603}",25,10,-6.776631708306855,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.3714460833097728}",25,11,-43.852577196293495,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
828,False,"{'a': 0.5, 'e': 0.7710994166809965}",30,0,-220.72164575491044,"{0: 12, 1: 4, 2: 10, 3: 2, 4: 2}",0
829,False,"{'a': 0.5, 'e': 0.981960719816389}",20,0,-36.97322692097282,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
830,False,"{'a': 0.5, 'e': 0.9524037916633658}",20,0,-118.44377080272633,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
831,False,"{'a': 0.5, 'e': 0.6896651990676937}",30,0,-190.6343570924987,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
832,False,"{'a': 0.5, 'e': 0.25807251282555527}",20,16,8.526386340468191,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.23670532514981996}",20,4,14.082290126706855,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.6735294441417007}",25,8,-42.69638903513711,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
835,False,"{'a': 0.5, 'e': 0.9454500650471247}",25,0,-202.8139710447384,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
836,False,"{'a': 0.5, 'e': 0.9858915363052498}",20,0,-134.79139931882403,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
837,False,"{'a': 0.5, 'e': 0.7849523753064683}",20,0,-81.4633099541244,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
838,False,"{'a': 0.5, 'e': 0.39182949666151784}",25,6,-7.933467185658777,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.09722690829760817}",20,11,11.022319427790128,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.5624787751985085}",20,9,-25.775798306261176,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.890016220797724}",30,0,-186.38858537595502,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
842,False,"{'a': 0.5, 'e': 0.9996466551448001}",25,0,-132.33374583538546,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
843,False,"{'a': 0.5, 'e': 0.8645287244165072}",20,15,0.7488682118597956,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.5177440104577087}",25,0,-49.54532168095014,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
845,False,"{'a': 0.5, 'e': 0.04419750578523661}",25,13,9.668251653386909,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.44017008974536365}",25,17,-37.77651142795536,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
847,False,"{'a': 0.5, 'e': 0.8167686958377396}",25,0,-176.72451457675632,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
848,False,"{'a': 0.5, 'e': 0.9933938393849207}",25,0,-218.56359310487716,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 4}",0
849,False,"{'a': 0.5, 'e': 0.9268015252293246}",30,17,-50.04660391735657,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
850,False,"{'a': 0.5, 'e': 0.6332958743643905}",20,0,-18.720700181564496,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
851,False,"{'a': 0.5, 'e': 0.1847373064892862}",20,2,-45.05647203742836,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
852,False,"{'a': 0.5, 'e': 0.3090513969532009}",25,16,13.024184567431384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.7271735398772633}",25,15,7.837085607738802,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.9672582391755589}",20,0,-62.50040438887776,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
855,False,"{'a': 0.5, 'e': 0.9705243872132523}",20,0,-145.5578082607139,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
856,False,"{'a': 0.5, 'e': 0.7361723170398212}",20,6,-20.034708164182554,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.32157958874790366}",20,13,0.2726286784111027,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.17174703834974567}",25,12,11.474362535760546,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.6230240005720115}",20,0,-70.93897400704475,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
860,False,"{'a': 0.5, 'e': 0.921762958732604}",25,0,-102.78991030414035,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
861,False,"{'a': 0.5, 'e': 0.9948221969884056}",30,14,-100.89618696040446,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 1}",1
862,False,"{'a': 0.5, 'e': 0.824314265784384}",25,0,-110.64234250859865,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
863,False,"{'a': 0.5, 'e': 0.4519854533512771}",20,15,-33.59269593491638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
864,False,"{'a': 0.5, 'e': 0.03100516160599342}",20,4,11.07066574935624,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.5064046316593026}",30,0,-70.21453090505383,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
866,False,"{'a': 0.5, 'e': 0.8578185864034492}",25,0,-27.730942665876647,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
867,False,"{'a': 0.5, 'e': 0.9992086337269314}",20,0,-50.411862781588745,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
868,False,"{'a': 0.5, 'e': 0.8959575588946699}",25,0,-251.60466441855024,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
869,False,"{'a': 0.5, 'e': 0.5733448260327264}",20,0,-40.86023970166485,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
870,False,"{'a': 0.5, 'e': 0.11035728365811025}",35,17,30.673827091722632,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.37964957060083243}",30,21,0.44753395772427096,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.7767049692350272}",25,0,-95.46516510429801,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.9835959028676841}",20,0,-3.1441263635734753,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
874,False,"{'a': 0.5, 'e': 0.9496682553719656}",20,0,-161.60892878666513,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
875,False,"{'a': 0.5, 'e': 0.6832286981228965}",20,3,-28.675987649251876,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.24951092713946563}",20,0,4.520703792479888,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
877,False,"{'a': 0.5, 'e': 0.2452958208055078}",20,0,9.705071005736546,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
878,False,"{'a': 0.5, 'e': 0.6800455968264643}",30,4,-98.70986855216975,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 1}",1
879,False,"{'a': 0.5, 'e': 0.9482964933249642}",25,0,-52.00862469641759,"{0: 15, 1: 7, 2: 3, 3: 0, 4: 0}",0
880,False,"{'a': 0.5, 'e': 0.9843713352610934}",30,0,-107.15843039489936,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
881,False,"{'a': 0.5, 'e': 0.7794377431747905}",25,0,-90.3495204279138,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
882,False,"{'a': 0.5, 'e': 0.3836706077176726}",30,0,-58.140395487201815,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
883,False,"{'a': 0.5, 'e': 0.10603247348896787}",25,0,2.6246727304579487,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
884,False,"{'a': 0.5, 'e': 0.5697751071737155}",25,10,-11.520469912986236,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.894016923020774}",25,0,-181.36738945835788,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
886,False,"{'a': 0.5, 'e': 0.9993722161821225}",25,14,-26.53323099627302,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.8600463364975588}",20,0,-118.17891463563305,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
888,False,"{'a': 0.5, 'e': 0.510151118473792}",25,0,-105.13732067888891,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
889,False,"{'a': 0.5, 'e': 0.035353114505380104}",25,14,17.18424417287752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
